title,severity,asset,cve,cwe,tool,path,endpoint,package,installed_version,fixed_version,description
Server-Side Request Forgery (SSRF) in Webhook Dispatcher,HIGH,analytics-reporting-engine:v1.5,CVE-2023-38606,CWE-918,nuclei,services/webhook_service.py,/api/v1/webhooks/test,requests,1.0.0-vulnerable,1.0.1-patched,Server-Side Request Forgery (SSRF) in Webhook Dispatcher identified in analytics-reporting-engine:v1.5 by NUCLEI automated inspection pipeline.
Outdated Node.js Dependency with Prototype Pollution,MEDIUM,customer-portal-frontend:v1.9,CVE-2023-26159,CWE-1321,trivy,package-lock.json,,follow-redirects,1.0.0-vulnerable,1.0.1-patched,Outdated Node.js Dependency with Prototype Pollution identified in customer-portal-frontend:v1.9 by TRIVY automated inspection pipeline.
Remote Code Execution via Apache Log4j JNDI Lookup,CRITICAL,payment-gateway-api:v2.4,CVE-2021-44228,"CWE-502,CWE-20",nuclei,pom.xml,/api/v1/auth/session,org.apache.logging.log4j:log4j-core,1.0.0-vulnerable,1.0.1-patched,Remote Code Execution via Apache Log4j JNDI Lookup identified in payment-gateway-api:v2.4 by NUCLEI automated inspection pipeline.
SQL Injection in User Search Parameter via Raw SQL Query,HIGH,customer-portal-frontend:v1.9,,CWE-89,semgrep,repositories/user_repo.go,,,,,SQL Injection in User Search Parameter via Raw SQL Query identified in customer-portal-frontend:v1.9 by SEMGREP automated inspection pipeline.
Outdated Node.js Dependency with Prototype Pollution,MEDIUM,customer-portal-frontend:v1.9,CVE-2023-26159,CWE-1321,trivy,package-lock.json,,follow-redirects,1.0.0-vulnerable,1.0.1-patched,Outdated Node.js Dependency with Prototype Pollution identified in customer-portal-frontend:v1.9 by TRIVY automated inspection pipeline.
Cross-Site Scripting (Reflected XSS) in Audit Log Viewer,MEDIUM,inventory-sync-service:v1.8,,CWE-79,semgrep,views/audit_viewer.tsx,,,,,Cross-Site Scripting (Reflected XSS) in Audit Log Viewer identified in inventory-sync-service:v1.8 by SEMGREP automated inspection pipeline.
Heap Buffer Overflow in libwebp Processing (WebP 0day),HIGH,order-fulfillment-hub:v2.2,CVE-2023-4863,"CWE-787,CWE-122",nuclei,Dockerfile,/api/v1/user/avatar/upload,libwebp-dev,1.0.0-vulnerable,1.0.1-patched,Heap Buffer Overflow in libwebp Processing (WebP 0day) identified in order-fulfillment-hub:v2.2 by NUCLEI automated inspection pipeline.
TLS 1.0/1.1 Weak Cipher Suite Enabled on Public Listener,INFO,identity-provider-iam:v4.0,,CWE-327,nuclei,nginx/conf.d/ssl.conf,https://gateway.cyberyukti.internal,,,,TLS 1.0/1.1 Weak Cipher Suite Enabled on Public Listener identified in identity-provider-iam:v4.0 by NUCLEI automated inspection pipeline.
Malicious Code Execution in XZ Utils Embedded Backdoor,CRITICAL,auth-service-prod:latest,CVE-2024-3094,CWE-506,trivy,Dockerfile,,xz-utils,1.0.0-vulnerable,1.0.1-patched,Malicious Code Execution in XZ Utils Embedded Backdoor identified in auth-service-prod:latest by TRIVY automated inspection pipeline.
Remote Code Execution via Apache Log4j JNDI Lookup,CRITICAL,customer-portal-frontend:v1.9,CVE-2021-44228,"CWE-502,CWE-20",nuclei,pom.xml,/api/v1/auth/session,org.apache.logging.log4j:log4j-core,1.0.0-vulnerable,1.0.1-patched,Remote Code Execution via Apache Log4j JNDI Lookup identified in customer-portal-frontend:v1.9 by NUCLEI automated inspection pipeline.
Cross-Site Scripting (Reflected XSS) in Audit Log Viewer,MEDIUM,notification-dispatch:v2.0,,CWE-79,semgrep,views/audit_viewer.tsx,,,,,Cross-Site Scripting (Reflected XSS) in Audit Log Viewer identified in notification-dispatch:v2.0 by SEMGREP automated inspection pipeline.
Outdated Node.js Dependency with Prototype Pollution,MEDIUM,checkout-service-worker:v3.1,CVE-2023-26159,CWE-1321,trivy,package-lock.json,,follow-redirects,1.0.0-vulnerable,1.0.1-patched,Outdated Node.js Dependency with Prototype Pollution identified in checkout-service-worker:v3.1 by TRIVY automated inspection pipeline.
Hardcoded Production JWT Signing Secret in Controller,HIGH,customer-portal-frontend:v1.9,,CWE-798,semgrep,auth/token_manager.ts,,,,,Hardcoded Production JWT Signing Secret in Controller identified in customer-portal-frontend:v1.9 by SEMGREP automated inspection pipeline.
Missing Authorization Check on Tenant Deletion Endpoint,HIGH,notification-dispatch:v2.0,,CWE-862,semgrep,controllers/tenant_controller.py,,,,,Missing Authorization Check on Tenant Deletion Endpoint identified in notification-dispatch:v2.0 by SEMGREP automated inspection pipeline.
Malicious Code Execution in XZ Utils Embedded Backdoor,CRITICAL,checkout-service-worker:v3.1,CVE-2024-3094,CWE-506,trivy,Dockerfile,,xz-utils,1.0.0-vulnerable,1.0.1-patched,Malicious Code Execution in XZ Utils Embedded Backdoor identified in checkout-service-worker:v3.1 by TRIVY automated inspection pipeline.
Hardcoded Production JWT Signing Secret in Controller,HIGH,notification-dispatch:v2.0,,CWE-798,semgrep,auth/token_manager.ts,,,,,Hardcoded Production JWT Signing Secret in Controller identified in notification-dispatch:v2.0 by SEMGREP automated inspection pipeline.
Spring Framework RCE via Data Binding (Spring4Shell),CRITICAL,checkout-service-worker:v3.1,CVE-2022-22965,"CWE-94,CWE-20",trivy,build.gradle,,org.springframework:spring-beans,1.0.0-vulnerable,1.0.1-patched,Spring Framework RCE via Data Binding (Spring4Shell) identified in checkout-service-worker:v3.1 by TRIVY automated inspection pipeline.
Spring Framework RCE via Data Binding (Spring4Shell),CRITICAL,identity-provider-iam:v4.0,CVE-2022-22965,"CWE-94,CWE-20",nuclei,build.gradle,/api/v2/orders/create,org.springframework:spring-beans,1.0.0-vulnerable,1.0.1-patched,Spring Framework RCE via Data Binding (Spring4Shell) identified in identity-provider-iam:v4.0 by NUCLEI automated inspection pipeline.
Cross-Site Scripting (Reflected XSS) in Audit Log Viewer,MEDIUM,customer-portal-frontend:v1.9,,CWE-79,nuclei,views/audit_viewer.tsx,/portal/audit/logs,,,,Cross-Site Scripting (Reflected XSS) in Audit Log Viewer identified in customer-portal-frontend:v1.9 by NUCLEI automated inspection pipeline.
Cross-Site Scripting (Reflected XSS) in Audit Log Viewer,MEDIUM,payment-gateway-api:v2.4,,CWE-79,semgrep,views/audit_viewer.tsx,,,,,Cross-Site Scripting (Reflected XSS) in Audit Log Viewer identified in payment-gateway-api:v2.4 by SEMGREP automated inspection pipeline.
Spring Framework RCE via Data Binding (Spring4Shell),CRITICAL,analytics-reporting-engine:v1.5,CVE-2022-22965,"CWE-94,CWE-20",nuclei,build.gradle,/api/v2/orders/create,org.springframework:spring-beans,1.0.0-vulnerable,1.0.1-patched,Spring Framework RCE via Data Binding (Spring4Shell) identified in analytics-reporting-engine:v1.5 by NUCLEI automated inspection pipeline.
CORS Misconfiguration Allowing Arbitrary Origin Access,LOW,customer-portal-frontend:v1.9,,CWE-346,semgrep,middleware/cors.go,,,,,CORS Misconfiguration Allowing Arbitrary Origin Access identified in customer-portal-frontend:v1.9 by SEMGREP automated inspection pipeline.
Remote Code Execution via Apache Log4j JNDI Lookup,CRITICAL,identity-provider-iam:v4.0,CVE-2021-44228,"CWE-502,CWE-20",semgrep,pom.xml,,org.apache.logging.log4j:log4j-core,1.0.0-vulnerable,1.0.1-patched,Remote Code Execution via Apache Log4j JNDI Lookup identified in identity-provider-iam:v4.0 by SEMGREP automated inspection pipeline.
Spring Framework RCE via Data Binding (Spring4Shell),CRITICAL,analytics-reporting-engine:v1.5,CVE-2022-22965,"CWE-94,CWE-20",trivy,build.gradle,,org.springframework:spring-beans,1.0.0-vulnerable,1.0.1-patched,Spring Framework RCE via Data Binding (Spring4Shell) identified in analytics-reporting-engine:v1.5 by TRIVY automated inspection pipeline.
Hardcoded Production JWT Signing Secret in Controller,HIGH,auth-service-prod:latest,,CWE-798,semgrep,auth/token_manager.ts,,,,,Hardcoded Production JWT Signing Secret in Controller identified in auth-service-prod:latest by SEMGREP automated inspection pipeline.
SQL Injection in User Search Parameter via Raw SQL Query,HIGH,auth-service-prod:latest,,CWE-89,nuclei,repositories/user_repo.go,/api/v1/users/search,,,,SQL Injection in User Search Parameter via Raw SQL Query identified in auth-service-prod:latest by NUCLEI automated inspection pipeline.
Remote Code Execution via Apache Log4j JNDI Lookup,CRITICAL,analytics-reporting-engine:v1.5,CVE-2021-44228,"CWE-502,CWE-20",trivy,pom.xml,,org.apache.logging.log4j:log4j-core,1.0.0-vulnerable,1.0.1-patched,Remote Code Execution via Apache Log4j JNDI Lookup identified in analytics-reporting-engine:v1.5 by TRIVY automated inspection pipeline.
Malicious Code Execution in XZ Utils Embedded Backdoor,CRITICAL,payment-gateway-api:v2.4,CVE-2024-3094,CWE-506,trivy,Dockerfile,,xz-utils,1.0.0-vulnerable,1.0.1-patched,Malicious Code Execution in XZ Utils Embedded Backdoor identified in payment-gateway-api:v2.4 by TRIVY automated inspection pipeline.
Malicious Code Execution in XZ Utils Embedded Backdoor,CRITICAL,session-store-cache:latest,CVE-2024-3094,CWE-506,trivy,Dockerfile,,xz-utils,1.0.0-vulnerable,1.0.1-patched,Malicious Code Execution in XZ Utils Embedded Backdoor identified in session-store-cache:latest by TRIVY automated inspection pipeline.
Remote Code Execution via Apache Log4j JNDI Lookup,CRITICAL,payment-gateway-api:v2.4,CVE-2021-44228,"CWE-502,CWE-20",trivy,pom.xml,,org.apache.logging.log4j:log4j-core,1.0.0-vulnerable,1.0.1-patched,Remote Code Execution via Apache Log4j JNDI Lookup identified in payment-gateway-api:v2.4 by TRIVY automated inspection pipeline.
TLS 1.0/1.1 Weak Cipher Suite Enabled on Public Listener,INFO,inventory-sync-service:v1.8,,CWE-327,nuclei,nginx/conf.d/ssl.conf,https://gateway.cyberyukti.internal,,,,TLS 1.0/1.1 Weak Cipher Suite Enabled on Public Listener identified in inventory-sync-service:v1.8 by NUCLEI automated inspection pipeline.
TLS 1.0/1.1 Weak Cipher Suite Enabled on Public Listener,INFO,k8s-ingress-controller:v1.10,,CWE-327,nuclei,nginx/conf.d/ssl.conf,https://gateway.cyberyukti.internal,,,,TLS 1.0/1.1 Weak Cipher Suite Enabled on Public Listener identified in k8s-ingress-controller:v1.10 by NUCLEI automated inspection pipeline.
Outdated Node.js Dependency with Prototype Pollution,MEDIUM,identity-provider-iam:v4.0,CVE-2023-26159,CWE-1321,trivy,package-lock.json,,follow-redirects,1.0.0-vulnerable,1.0.1-patched,Outdated Node.js Dependency with Prototype Pollution identified in identity-provider-iam:v4.0 by TRIVY automated inspection pipeline.
Path Traversal in Static File Serving Controller,HIGH,payment-gateway-api:v2.4,,CWE-22,semgrep,handlers/static.py,,,,,Path Traversal in Static File Serving Controller identified in payment-gateway-api:v2.4 by SEMGREP automated inspection pipeline.
Missing Authorization Check on Tenant Deletion Endpoint,HIGH,auth-service-prod:latest,,CWE-862,nuclei,controllers/tenant_controller.py,/api/v1/tenants/delete,,,,Missing Authorization Check on Tenant Deletion Endpoint identified in auth-service-prod:latest by NUCLEI automated inspection pipeline.
Outdated Node.js Dependency with Prototype Pollution,MEDIUM,session-store-cache:latest,CVE-2023-26159,CWE-1321,trivy,package-lock.json,,follow-redirects,1.0.0-vulnerable,1.0.1-patched,Outdated Node.js Dependency with Prototype Pollution identified in session-store-cache:latest by TRIVY automated inspection pipeline.
Hardcoded Production JWT Signing Secret in Controller,HIGH,auth-service-prod:latest,,CWE-798,semgrep,auth/token_manager.ts,,,,,Hardcoded Production JWT Signing Secret in Controller identified in auth-service-prod:latest by SEMGREP automated inspection pipeline.
Heap Buffer Overflow in libwebp Processing (WebP 0day),HIGH,notification-dispatch:v2.0,CVE-2023-4863,"CWE-787,CWE-122",nuclei,Dockerfile,/api/v1/user/avatar/upload,libwebp-dev,1.0.0-vulnerable,1.0.1-patched,Heap Buffer Overflow in libwebp Processing (WebP 0day) identified in notification-dispatch:v2.0 by NUCLEI automated inspection pipeline.
Server-Side Request Forgery (SSRF) in Webhook Dispatcher,HIGH,checkout-service-worker:v3.1,CVE-2023-38606,CWE-918,semgrep,services/webhook_service.py,,requests,1.0.0-vulnerable,1.0.1-patched,Server-Side Request Forgery (SSRF) in Webhook Dispatcher identified in checkout-service-worker:v3.1 by SEMGREP automated inspection pipeline.
Malicious Code Execution in XZ Utils Embedded Backdoor,CRITICAL,order-fulfillment-hub:v2.2,CVE-2024-3094,CWE-506,trivy,Dockerfile,,xz-utils,1.0.0-vulnerable,1.0.1-patched,Malicious Code Execution in XZ Utils Embedded Backdoor identified in order-fulfillment-hub:v2.2 by TRIVY automated inspection pipeline.
Server-Side Request Forgery (SSRF) in Webhook Dispatcher,HIGH,db-cluster-proxy:v1.2,CVE-2023-38606,CWE-918,semgrep,services/webhook_service.py,,requests,1.0.0-vulnerable,1.0.1-patched,Server-Side Request Forgery (SSRF) in Webhook Dispatcher identified in db-cluster-proxy:v1.2 by SEMGREP automated inspection pipeline.
SQL Injection in User Search Parameter via Raw SQL Query,HIGH,order-fulfillment-hub:v2.2,,CWE-89,nuclei,repositories/user_repo.go,/api/v1/users/search,,,,SQL Injection in User Search Parameter via Raw SQL Query identified in order-fulfillment-hub:v2.2 by NUCLEI automated inspection pipeline.
Spring Framework RCE via Data Binding (Spring4Shell),CRITICAL,auth-service-prod:latest,CVE-2022-22965,"CWE-94,CWE-20",nuclei,build.gradle,/api/v2/orders/create,org.springframework:spring-beans,1.0.0-vulnerable,1.0.1-patched,Spring Framework RCE via Data Binding (Spring4Shell) identified in auth-service-prod:latest by NUCLEI automated inspection pipeline.
Path Traversal in Static File Serving Controller,HIGH,payment-gateway-api:v2.4,,CWE-22,semgrep,handlers/static.py,,,,,Path Traversal in Static File Serving Controller identified in payment-gateway-api:v2.4 by SEMGREP automated inspection pipeline.
Hardcoded Production JWT Signing Secret in Controller,HIGH,notification-dispatch:v2.0,,CWE-798,semgrep,auth/token_manager.ts,,,,,Hardcoded Production JWT Signing Secret in Controller identified in notification-dispatch:v2.0 by SEMGREP automated inspection pipeline.
Hardcoded Production JWT Signing Secret in Controller,HIGH,checkout-service-worker:v3.1,,CWE-798,semgrep,auth/token_manager.ts,,,,,Hardcoded Production JWT Signing Secret in Controller identified in checkout-service-worker:v3.1 by SEMGREP automated inspection pipeline.
Path Traversal in Static File Serving Controller,HIGH,k8s-ingress-controller:v1.10,,CWE-22,nuclei,handlers/static.py,/api/static/download,,,,Path Traversal in Static File Serving Controller identified in k8s-ingress-controller:v1.10 by NUCLEI automated inspection pipeline.
Hardcoded Production JWT Signing Secret in Controller,HIGH,payment-gateway-api:v2.4,,CWE-798,semgrep,auth/token_manager.ts,,,,,Hardcoded Production JWT Signing Secret in Controller identified in payment-gateway-api:v2.4 by SEMGREP automated inspection pipeline.
Malicious Code Execution in XZ Utils Embedded Backdoor,CRITICAL,customer-portal-frontend:v1.9,CVE-2024-3094,CWE-506,trivy,Dockerfile,,xz-utils,1.0.0-vulnerable,1.0.1-patched,Malicious Code Execution in XZ Utils Embedded Backdoor identified in customer-portal-frontend:v1.9 by TRIVY automated inspection pipeline.
Outdated Node.js Dependency with Prototype Pollution,MEDIUM,payment-gateway-api:v2.4,CVE-2023-26159,CWE-1321,trivy,package-lock.json,,follow-redirects,1.0.0-vulnerable,1.0.1-patched,Outdated Node.js Dependency with Prototype Pollution identified in payment-gateway-api:v2.4 by TRIVY automated inspection pipeline.
Missing Authorization Check on Tenant Deletion Endpoint,HIGH,db-cluster-proxy:v1.2,,CWE-862,semgrep,controllers/tenant_controller.py,,,,,Missing Authorization Check on Tenant Deletion Endpoint identified in db-cluster-proxy:v1.2 by SEMGREP automated inspection pipeline.
Remote Code Execution via Apache Log4j JNDI Lookup,CRITICAL,db-cluster-proxy:v1.2,CVE-2021-44228,"CWE-502,CWE-20",nuclei,pom.xml,/api/v1/auth/session,org.apache.logging.log4j:log4j-core,1.0.0-vulnerable,1.0.1-patched,Remote Code Execution via Apache Log4j JNDI Lookup identified in db-cluster-proxy:v1.2 by NUCLEI automated inspection pipeline.
Verbose Server Error Messages Exposing Stack Trace,LOW,analytics-reporting-engine:v1.5,,CWE-209,nuclei,middleware/error_handler.py,/api/health/diagnostics,,,,Verbose Server Error Messages Exposing Stack Trace identified in analytics-reporting-engine:v1.5 by NUCLEI automated inspection pipeline.
CORS Misconfiguration Allowing Arbitrary Origin Access,LOW,inventory-sync-service:v1.8,,CWE-346,semgrep,middleware/cors.go,,,,,CORS Misconfiguration Allowing Arbitrary Origin Access identified in inventory-sync-service:v1.8 by SEMGREP automated inspection pipeline.
CORS Misconfiguration Allowing Arbitrary Origin Access,LOW,inventory-sync-service:v1.8,,CWE-346,semgrep,middleware/cors.go,,,,,CORS Misconfiguration Allowing Arbitrary Origin Access identified in inventory-sync-service:v1.8 by SEMGREP automated inspection pipeline.
SQL Injection in User Search Parameter via Raw SQL Query,HIGH,customer-portal-frontend:v1.9,,CWE-89,semgrep,repositories/user_repo.go,,,,,SQL Injection in User Search Parameter via Raw SQL Query identified in customer-portal-frontend:v1.9 by SEMGREP automated inspection pipeline.
TLS 1.0/1.1 Weak Cipher Suite Enabled on Public Listener,INFO,db-cluster-proxy:v1.2,,CWE-327,nuclei,nginx/conf.d/ssl.conf,https://gateway.cyberyukti.internal,,,,TLS 1.0/1.1 Weak Cipher Suite Enabled on Public Listener identified in db-cluster-proxy:v1.2 by NUCLEI automated inspection pipeline.
Hardcoded Production JWT Signing Secret in Controller,HIGH,session-store-cache:latest,,CWE-798,semgrep,auth/token_manager.ts,,,,,Hardcoded Production JWT Signing Secret in Controller identified in session-store-cache:latest by SEMGREP automated inspection pipeline.
SQL Injection in User Search Parameter via Raw SQL Query,HIGH,identity-provider-iam:v4.0,,CWE-89,nuclei,repositories/user_repo.go,/api/v1/users/search,,,,SQL Injection in User Search Parameter via Raw SQL Query identified in identity-provider-iam:v4.0 by NUCLEI automated inspection pipeline.
Verbose Server Error Messages Exposing Stack Trace,LOW,db-cluster-proxy:v1.2,,CWE-209,nuclei,middleware/error_handler.py,/api/health/diagnostics,,,,Verbose Server Error Messages Exposing Stack Trace identified in db-cluster-proxy:v1.2 by NUCLEI automated inspection pipeline.
Malicious Code Execution in XZ Utils Embedded Backdoor,CRITICAL,order-fulfillment-hub:v2.2,CVE-2024-3094,CWE-506,trivy,Dockerfile,,xz-utils,1.0.0-vulnerable,1.0.1-patched,Malicious Code Execution in XZ Utils Embedded Backdoor identified in order-fulfillment-hub:v2.2 by TRIVY automated inspection pipeline.
Heap Buffer Overflow in libwebp Processing (WebP 0day),HIGH,order-fulfillment-hub:v2.2,CVE-2023-4863,"CWE-787,CWE-122",nuclei,Dockerfile,/api/v1/user/avatar/upload,libwebp-dev,1.0.0-vulnerable,1.0.1-patched,Heap Buffer Overflow in libwebp Processing (WebP 0day) identified in order-fulfillment-hub:v2.2 by NUCLEI automated inspection pipeline.
Remote Code Execution via Apache Log4j JNDI Lookup,CRITICAL,auth-service-prod:latest,CVE-2021-44228,"CWE-502,CWE-20",semgrep,pom.xml,,org.apache.logging.log4j:log4j-core,1.0.0-vulnerable,1.0.1-patched,Remote Code Execution via Apache Log4j JNDI Lookup identified in auth-service-prod:latest by SEMGREP automated inspection pipeline.
SQL Injection in User Search Parameter via Raw SQL Query,HIGH,session-store-cache:latest,,CWE-89,nuclei,repositories/user_repo.go,/api/v1/users/search,,,,SQL Injection in User Search Parameter via Raw SQL Query identified in session-store-cache:latest by NUCLEI automated inspection pipeline.
Malicious Code Execution in XZ Utils Embedded Backdoor,CRITICAL,checkout-service-worker:v3.1,CVE-2024-3094,CWE-506,trivy,Dockerfile,,xz-utils,1.0.0-vulnerable,1.0.1-patched,Malicious Code Execution in XZ Utils Embedded Backdoor identified in checkout-service-worker:v3.1 by TRIVY automated inspection pipeline.
Path Traversal in Static File Serving Controller,HIGH,k8s-ingress-controller:v1.10,,CWE-22,nuclei,handlers/static.py,/api/static/download,,,,Path Traversal in Static File Serving Controller identified in k8s-ingress-controller:v1.10 by NUCLEI automated inspection pipeline.
SQL Injection in User Search Parameter via Raw SQL Query,HIGH,k8s-ingress-controller:v1.10,,CWE-89,semgrep,repositories/user_repo.go,,,,,SQL Injection in User Search Parameter via Raw SQL Query identified in k8s-ingress-controller:v1.10 by SEMGREP automated inspection pipeline.
Server-Side Request Forgery (SSRF) in Webhook Dispatcher,HIGH,inventory-sync-service:v1.8,CVE-2023-38606,CWE-918,nuclei,services/webhook_service.py,/api/v1/webhooks/test,requests,1.0.0-vulnerable,1.0.1-patched,Server-Side Request Forgery (SSRF) in Webhook Dispatcher identified in inventory-sync-service:v1.8 by NUCLEI automated inspection pipeline.
Malicious Code Execution in XZ Utils Embedded Backdoor,CRITICAL,session-store-cache:latest,CVE-2024-3094,CWE-506,trivy,Dockerfile,,xz-utils,1.0.0-vulnerable,1.0.1-patched,Malicious Code Execution in XZ Utils Embedded Backdoor identified in session-store-cache:latest by TRIVY automated inspection pipeline.
Spring Framework RCE via Data Binding (Spring4Shell),CRITICAL,customer-portal-frontend:v1.9,CVE-2022-22965,"CWE-94,CWE-20",semgrep,build.gradle,,org.springframework:spring-beans,1.0.0-vulnerable,1.0.1-patched,Spring Framework RCE via Data Binding (Spring4Shell) identified in customer-portal-frontend:v1.9 by SEMGREP automated inspection pipeline.
Server-Side Request Forgery (SSRF) in Webhook Dispatcher,HIGH,order-fulfillment-hub:v2.2,CVE-2023-38606,CWE-918,nuclei,services/webhook_service.py,/api/v1/webhooks/test,requests,1.0.0-vulnerable,1.0.1-patched,Server-Side Request Forgery (SSRF) in Webhook Dispatcher identified in order-fulfillment-hub:v2.2 by NUCLEI automated inspection pipeline.
Outdated Node.js Dependency with Prototype Pollution,MEDIUM,identity-provider-iam:v4.0,CVE-2023-26159,CWE-1321,trivy,package-lock.json,,follow-redirects,1.0.0-vulnerable,1.0.1-patched,Outdated Node.js Dependency with Prototype Pollution identified in identity-provider-iam:v4.0 by TRIVY automated inspection pipeline.
Path Traversal in Static File Serving Controller,HIGH,customer-portal-frontend:v1.9,,CWE-22,nuclei,handlers/static.py,/api/static/download,,,,Path Traversal in Static File Serving Controller identified in customer-portal-frontend:v1.9 by NUCLEI automated inspection pipeline.
CORS Misconfiguration Allowing Arbitrary Origin Access,LOW,identity-provider-iam:v4.0,,CWE-346,nuclei,middleware/cors.go,/api/v1/public/config,,,,CORS Misconfiguration Allowing Arbitrary Origin Access identified in identity-provider-iam:v4.0 by NUCLEI automated inspection pipeline.
Server-Side Request Forgery (SSRF) in Webhook Dispatcher,HIGH,auth-service-prod:latest,CVE-2023-38606,CWE-918,nuclei,services/webhook_service.py,/api/v1/webhooks/test,requests,1.0.0-vulnerable,1.0.1-patched,Server-Side Request Forgery (SSRF) in Webhook Dispatcher identified in auth-service-prod:latest by NUCLEI automated inspection pipeline.
Missing Authorization Check on Tenant Deletion Endpoint,HIGH,checkout-service-worker:v3.1,,CWE-862,semgrep,controllers/tenant_controller.py,,,,,Missing Authorization Check on Tenant Deletion Endpoint identified in checkout-service-worker:v3.1 by SEMGREP automated inspection pipeline.
Spring Framework RCE via Data Binding (Spring4Shell),CRITICAL,payment-gateway-api:v2.4,CVE-2022-22965,"CWE-94,CWE-20",nuclei,build.gradle,/api/v2/orders/create,org.springframework:spring-beans,1.0.0-vulnerable,1.0.1-patched,Spring Framework RCE via Data Binding (Spring4Shell) identified in payment-gateway-api:v2.4 by NUCLEI automated inspection pipeline.
Insecure Deserialization in Redis Session Serializer,MEDIUM,inventory-sync-service:v1.8,CVE-2022-42889,CWE-502,semgrep,pom.xml,,commons-text,1.0.0-vulnerable,1.0.1-patched,Insecure Deserialization in Redis Session Serializer identified in inventory-sync-service:v1.8 by SEMGREP automated inspection pipeline.
Cross-Site Scripting (Reflected XSS) in Audit Log Viewer,MEDIUM,k8s-ingress-controller:v1.10,,CWE-79,semgrep,views/audit_viewer.tsx,,,,,Cross-Site Scripting (Reflected XSS) in Audit Log Viewer identified in k8s-ingress-controller:v1.10 by SEMGREP automated inspection pipeline.
Hardcoded Production JWT Signing Secret in Controller,HIGH,customer-portal-frontend:v1.9,,CWE-798,semgrep,auth/token_manager.ts,,,,,Hardcoded Production JWT Signing Secret in Controller identified in customer-portal-frontend:v1.9 by SEMGREP automated inspection pipeline.
Server-Side Request Forgery (SSRF) in Webhook Dispatcher,HIGH,order-fulfillment-hub:v2.2,CVE-2023-38606,CWE-918,semgrep,services/webhook_service.py,,requests,1.0.0-vulnerable,1.0.1-patched,Server-Side Request Forgery (SSRF) in Webhook Dispatcher identified in order-fulfillment-hub:v2.2 by SEMGREP automated inspection pipeline.
Path Traversal in Static File Serving Controller,HIGH,k8s-ingress-controller:v1.10,,CWE-22,nuclei,handlers/static.py,/api/static/download,,,,Path Traversal in Static File Serving Controller identified in k8s-ingress-controller:v1.10 by NUCLEI automated inspection pipeline.
Verbose Server Error Messages Exposing Stack Trace,LOW,session-store-cache:latest,,CWE-209,nuclei,middleware/error_handler.py,/api/health/diagnostics,,,,Verbose Server Error Messages Exposing Stack Trace identified in session-store-cache:latest by NUCLEI automated inspection pipeline.
Spring Framework RCE via Data Binding (Spring4Shell),CRITICAL,inventory-sync-service:v1.8,CVE-2022-22965,"CWE-94,CWE-20",nuclei,build.gradle,/api/v2/orders/create,org.springframework:spring-beans,1.0.0-vulnerable,1.0.1-patched,Spring Framework RCE via Data Binding (Spring4Shell) identified in inventory-sync-service:v1.8 by NUCLEI automated inspection pipeline.
SQL Injection in User Search Parameter via Raw SQL Query,HIGH,session-store-cache:latest,,CWE-89,nuclei,repositories/user_repo.go,/api/v1/users/search,,,,SQL Injection in User Search Parameter via Raw SQL Query identified in session-store-cache:latest by NUCLEI automated inspection pipeline.
Remote Code Execution via Apache Log4j JNDI Lookup,CRITICAL,session-store-cache:latest,CVE-2021-44228,"CWE-502,CWE-20",semgrep,pom.xml,,org.apache.logging.log4j:log4j-core,1.0.0-vulnerable,1.0.1-patched,Remote Code Execution via Apache Log4j JNDI Lookup identified in session-store-cache:latest by SEMGREP automated inspection pipeline.
Verbose Server Error Messages Exposing Stack Trace,LOW,checkout-service-worker:v3.1,,CWE-209,nuclei,middleware/error_handler.py,/api/health/diagnostics,,,,Verbose Server Error Messages Exposing Stack Trace identified in checkout-service-worker:v3.1 by NUCLEI automated inspection pipeline.
Verbose Server Error Messages Exposing Stack Trace,LOW,notification-dispatch:v2.0,,CWE-209,nuclei,middleware/error_handler.py,/api/health/diagnostics,,,,Verbose Server Error Messages Exposing Stack Trace identified in notification-dispatch:v2.0 by NUCLEI automated inspection pipeline.
Remote Code Execution via Apache Log4j JNDI Lookup,CRITICAL,payment-gateway-api:v2.4,CVE-2021-44228,"CWE-502,CWE-20",trivy,pom.xml,,org.apache.logging.log4j:log4j-core,1.0.0-vulnerable,1.0.1-patched,Remote Code Execution via Apache Log4j JNDI Lookup identified in payment-gateway-api:v2.4 by TRIVY automated inspection pipeline.
Malicious Code Execution in XZ Utils Embedded Backdoor,CRITICAL,payment-gateway-api:v2.4,CVE-2024-3094,CWE-506,trivy,Dockerfile,,xz-utils,1.0.0-vulnerable,1.0.1-patched,Malicious Code Execution in XZ Utils Embedded Backdoor identified in payment-gateway-api:v2.4 by TRIVY automated inspection pipeline.
Heap Buffer Overflow in libwebp Processing (WebP 0day),HIGH,checkout-service-worker:v3.1,CVE-2023-4863,"CWE-787,CWE-122",nuclei,Dockerfile,/api/v1/user/avatar/upload,libwebp-dev,1.0.0-vulnerable,1.0.1-patched,Heap Buffer Overflow in libwebp Processing (WebP 0day) identified in checkout-service-worker:v3.1 by NUCLEI automated inspection pipeline.
CORS Misconfiguration Allowing Arbitrary Origin Access,LOW,payment-gateway-api:v2.4,,CWE-346,nuclei,middleware/cors.go,/api/v1/public/config,,,,CORS Misconfiguration Allowing Arbitrary Origin Access identified in payment-gateway-api:v2.4 by NUCLEI automated inspection pipeline.
